ObjectClassRo,SubtypeRo,FieldRo,DatasetRo,SubtypeCodeRo,FieldAliasRo,Index,mmFSVisible,mmFSEditable,mmFSAllowNulls,mmFSAllowMassAttributeUpdate,DefaultValueRo
EDGIS.Transformer,<None>,LABELTEXT2,EDGIS.ElectricDataset,-1,KVA and Phase,54,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,RATEDKVA,EDGIS.ElectricDataset,-1,Rated KVA,55,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,CLIMATEZONE,EDGIS.ElectricDataset,-1,Climate Zone,56,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,SUMMERKVA,EDGIS.ElectricDataset,-1,Summer KVA,57,FALSE,FALSE,TRUE,TRUE,
EDGIS.Transformer,<None>,WINTERKVA,EDGIS.ElectricDataset,-1,Winter KVA,58,FALSE,FALSE,TRUE,TRUE,
EDGIS.Transformer,<None>,SUMMERPCT,EDGIS.ElectricDataset,-1,Summer Peak Percent,59,FALSE,FALSE,TRUE,TRUE,
EDGIS.Transformer,<None>,WINTERPCT,EDGIS.ElectricDataset,-1,Winter Peak Percent,60,FALSE,FALSE,TRUE,TRUE,
EDGIS.Transformer,<None>,REGION,EDGIS.ElectricDataset,-1,Service Area,61,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,DIVISION,EDGIS.ElectricDataset,-1,Division,62,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,DISTRICT,EDGIS.ElectricDataset,-1,District,63,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,CITY,EDGIS.ElectricDataset,-1,City,64,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,COUNTY,EDGIS.ElectricDataset,-1,County,65,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,ZIP,EDGIS.ElectricDataset,-1,ZIP Code,66,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,LATITUDE,EDGIS.ElectricDataset,-1,Latitude,67,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,LONGITUDE,EDGIS.ElectricDataset,-1,Longitude,68,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,GEMSDISTMAPNUM,EDGIS.ElectricDataset,-1,MET Distribution Map #,69,TRUE,FALSE,TRUE,FALSE,
EDGIS.Transformer,<None>,GEMSCIRCUITMAPNUM,EDGIS.ElectricDataset,-1,MET Circuit Map #,70,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,GEMSOTHERMAPNUM,EDGIS.ElectricDataset,-1,MET Other Map #,71,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,CREATIONUSER,EDGIS.ElectricDataset,-1,Creation User,72,TRUE,FALSE,TRUE,FALSE,
EDGIS.Transformer,<None>,DATECREATED,EDGIS.ElectricDataset,-1,Date Created,73,TRUE,FALSE,TRUE,FALSE,
EDGIS.Transformer,<None>,DATEMODIFIED,EDGIS.ElectricDataset,-1,Date Modified,74,TRUE,FALSE,TRUE,FALSE,
EDGIS.Transformer,<None>,LASTUSER,EDGIS.ElectricDataset,-1,Last User,75,TRUE,FALSE,TRUE,FALSE,
EDGIS.Transformer,<None>,VERSIONNAME,EDGIS.ElectricDataset,-1,VersionName,76,TRUE,FALSE,TRUE,FALSE,
EDGIS.Transformer,<None>,FEEDERTYPE,EDGIS.ElectricDataset,-1,Feeder Type,77,TRUE,TRUE,TRUE,TRUE,
EDGIS.Transformer,<None>,PHASINGVERIFIEDSTATUS,EDGIS.ElectricDataset,-1,Verified Phasing Status,78,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,SOURCESIDEDEVICEID,EDGIS.ElectricDataset,-1,Source Side Device ID,79,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,FIELDINVESTIGATIONCODE,EDGIS.ElectricDataset,-1,Field Investigation Code,80,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,SYMBOLNUMBER,EDGIS.ElectricDataset,-1,Symbol Number,81,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,LABELTEXT,EDGIS.ElectricDataset,-1,Label Text,82,FALSE,FALSE,TRUE,FALSE,
EDGIS.Transformer,<None>,RETIREDATE,EDGIS.ElectricDataset,-1,Retire Date,83,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,LOCALOPOFFICE,EDGIS.ElectricDataset,-1,Local Operating Office,84,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,ELECTRICTRACEWEIGHT,EDGIS.ElectricDataset,-1,Electric Trace Weight,85,FALSE,FALSE,TRUE,FALSE,
EDGIS.Transformer,<None>,FEEDERINFO,EDGIS.ElectricDataset,-1,Feeder Information,86,FALSE,FALSE,TRUE,FALSE,
EDGIS.Transformer,<None>,ENABLED,EDGIS.ElectricDataset,-1,Enabled,87,FALSE,TRUE,TRUE,FALSE,1
EDGIS.Transformer,<None>,ANCILLARYROLE,EDGIS.ElectricDataset,-1,Ancillary Role,88,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,CUSTAGREEMENTGUID,EDGIS.ElectricDataset,-1,Customer Agreement GUID,89,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,CEDSADEVICEID,EDGIS.ElectricDataset,-1,CEDSA Device ID,90,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,CEDSASTRUCTUREID,EDGIS.ElectricDataset,-1,CEDSA Structure ID,91,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,STRUCTUREGUID,EDGIS.ElectricDataset,-1,Structure GUID,92,FALSE,FALSE,TRUE,FALSE,
EDGIS.Transformer,<None>,CONVCIRCUITID,EDGIS.ElectricDataset,-1,Conversion Circuit ID,93,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,CONVCIRCUITID2,EDGIS.ElectricDataset,-1,Conversion Circuit ID2,94,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,STRUCTURECONVID,EDGIS.ElectricDataset,-1,Structure ConvID,95,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,CONVERSIONID,EDGIS.ElectricDataset,-1,Conversion ID,96,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,CONVERSIONWORKPACKAGE,EDGIS.ElectricDataset,-1,Conversion Work Package,97,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,SHAPE,EDGIS.ElectricDataset,-1,Shape,98,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,FUNCTIONALLOC,EDGIS.ElectricDataset,-1,Functional Location,99,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,<None>,CHANGEDON,EDGIS.ElectricDataset,-1,Changed On,100,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,<None>,CHANGEDBY,EDGIS.ElectricDataset,-1,Changed By,101,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,<None>,INSULATINGFLUIDTYPE,EDGIS.ElectricDataset,-1,Insulating Fluid Type,102,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,<None>,SSDGUID,EDGIS.ElectricDataset,-1,Source Side Device GUID,103,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,<None>,PCPGUID,EDGIS.ElectricDataset,-1,PCP GUID,104,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,OPERATINGNUMBER,EDGIS.ElectricDataset,2,Operating Number,,TRUE,TRUE,FALSE,FALSE,
EDGIS.Transformer,Distribution Subsurface,OBJECTID,EDGIS.ElectricDataset,2,Object ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.Transformer,Distribution Subsurface,SUBTYPECD,EDGIS.ElectricDataset,2,Subtype,,TRUE,TRUE,FALSE,FALSE,1
EDGIS.Transformer,Distribution Subsurface,STATUS,EDGIS.ElectricDataset,2,Status,,TRUE,TRUE,FALSE,TRUE,
EDGIS.Transformer,Distribution Subsurface,LOCALOFFICEID,EDGIS.ElectricDataset,2,Local Office ID,,TRUE,TRUE,FALSE,TRUE,
EDGIS.Transformer,Distribution Subsurface,INSTALLJOBPREFIX,EDGIS.ElectricDataset,2,Job Prefix,,TRUE,TRUE,TRUE,FALSE,PM
EDGIS.Transformer,Distribution Subsurface,INSTALLJOBNUMBER,EDGIS.ElectricDataset,2,Job Number,,TRUE,TRUE,FALSE,TRUE,
EDGIS.Transformer,Distribution Subsurface,NUMBEROFPHASES,EDGIS.ElectricDataset,2,Number Of Phases,,TRUE,TRUE,FALSE,TRUE,
EDGIS.Transformer,Distribution Subsurface,OPERATINGVOLTAGE,EDGIS.ElectricDataset,2,Operating Voltage,,TRUE,TRUE,FALSE,TRUE,
EDGIS.Transformer,Distribution Subsurface,LOWSIDEVOLTAGE,EDGIS.ElectricDataset,2,Low Side Voltage,,TRUE,TRUE,FALSE,FALSE,22
EDGIS.Transformer,Distribution Subsurface,UNITCOUNT,EDGIS.ElectricDataset,2,Unit Count,,TRUE,TRUE,FALSE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CGC12,EDGIS.ElectricDataset,2,CGC Number,,TRUE,TRUE,FALSE,FALSE,
EDGIS.Transformer,Distribution Subsurface,SUBWAYIDC,EDGIS.ElectricDataset,2,Subway Transformer Indicator,,TRUE,TRUE,FALSE,FALSE,N
EDGIS.Transformer,Distribution Subsurface,INTERRUPTERIDC,EDGIS.ElectricDataset,2,Interrupter Indicator,,FALSE,TRUE,FALSE,FALSE,N
EDGIS.Transformer,Distribution Subsurface,AUTOIDC,EDGIS.ElectricDataset,2,Auto Transformer Indicator,,FALSE,TRUE,FALSE,FALSE,N
EDGIS.Transformer,Distribution Subsurface,INSTALLATIONDATE,EDGIS.ElectricDataset,2,Date Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,INSTALLJOBYEAR,EDGIS.ElectricDataset,2,Year Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,SPOTIDC,EDGIS.ElectricDataset,2,Spot Or Grid,,FALSE,TRUE,TRUE,FALSE,NA
EDGIS.Transformer,Distribution Subsurface,INSTALLATIONTYPE,EDGIS.ElectricDataset,2,Installation Type,,TRUE,TRUE,FALSE,FALSE,SUB
EDGIS.Transformer,Distribution Subsurface,PHASEDESIGNATION,EDGIS.ElectricDataset,2,Phase Designation,,TRUE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,PHASINGVERIFIEDSTATUS,EDGIS.ElectricDataset,2,Verified Phasing Status,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,ANIMALGUARDTYPE,EDGIS.ElectricDataset,2,Animal Guards,,FALSE,TRUE,TRUE,FALSE,NA
EDGIS.Transformer,Distribution Subsurface,LIVEFRONTIDC,EDGIS.ElectricDataset,2,Live Front / Dead Front,,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,LOADBREAK,EDGIS.ElectricDataset,2,Load Break,,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,COASTALIDC,EDGIS.ElectricDataset,2,Coastal Indicator,,TRUE,TRUE,TRUE,FALSE,N
EDGIS.Transformer,Distribution Subsurface,CLIMATEZONE,EDGIS.ElectricDataset,2,Climate Zone,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,SUBMERSIBLEIDC,EDGIS.ElectricDataset,2,Submersible Indicator,,TRUE,TRUE,TRUE,FALSE,N
EDGIS.Transformer,Distribution Subsurface,GROUNDEDIDC,EDGIS.ElectricDataset,2,Grounded Indicator,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,REGULATEDOUTPUTIDC,EDGIS.ElectricDataset,2,Regulated Output Indicator,,FALSE,TRUE,TRUE,FALSE,N
EDGIS.Transformer,Distribution Subsurface,STABILIZINGBANKIDC,EDGIS.ElectricDataset,2,Stabilizing Bank Indicator,,FALSE,TRUE,TRUE,FALSE,N
EDGIS.Transformer,Distribution Subsurface,DISTRIBUTEDGENERATIONIDC,EDGIS.ElectricDataset,2,Distributed Generation Indicator,,TRUE,TRUE,TRUE,FALSE,N
EDGIS.Transformer,Distribution Subsurface,CUSTOMEROWNED,EDGIS.ElectricDataset,2,Customer Owned,,TRUE,TRUE,TRUE,FALSE,N
EDGIS.Transformer,Distribution Subsurface,COMPLEXDEVICEIDC,EDGIS.ElectricDataset,2,Complex Device,,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,SOURCESIDEDEVICEID,EDGIS.ElectricDataset,2,Source Side Device ID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,VAULT,EDGIS.ElectricDataset,2,Vault,,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,FIELDINVESTIGATIONCODE,EDGIS.ElectricDataset,2,Field Investigation Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,COMMENTS,EDGIS.ElectricDataset,2,Comments,,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,LOCDESC,EDGIS.ElectricDataset,2,Address,,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CIRCUITID,EDGIS.ElectricDataset,2,Circuit ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CIRCUITID2,EDGIS.ElectricDataset,2,Circuit ID 2,,FALSE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CREATIONUSER,EDGIS.ElectricDataset,2,Creation User,,TRUE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,DATECREATED,EDGIS.ElectricDataset,2,Date Created,,TRUE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,DATEMODIFIED,EDGIS.ElectricDataset,2,Date Modified,,TRUE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,LASTUSER,EDGIS.ElectricDataset,2,Last User,,TRUE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,REGION,EDGIS.ElectricDataset,2,Service Area,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,DIVISION,EDGIS.ElectricDataset,2,Division,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,DISTRICT,EDGIS.ElectricDataset,2,District,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CITY,EDGIS.ElectricDataset,2,City,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,COUNTY,EDGIS.ElectricDataset,2,County,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,ZIP,EDGIS.ElectricDataset,2,ZIP Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,LATITUDE,EDGIS.ElectricDataset,2,Latitude,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,LONGITUDE,EDGIS.ElectricDataset,2,Longitude,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,SYMBOLROTATION,EDGIS.ElectricDataset,2,Symbol Rotation,,TRUE,TRUE,TRUE,FALSE,0
EDGIS.Transformer,Distribution Subsurface,SYMBOLNUMBER,EDGIS.ElectricDataset,2,Symbol Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,GEMSDISTMAPNUM,EDGIS.ElectricDataset,2,MET Distribution Map #,,FALSE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,GEMSCIRCUITMAPNUM,EDGIS.ElectricDataset,2,MET Circuit Map #,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,GEMSOTHERMAPNUM,EDGIS.ElectricDataset,2,MET Other Map #,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,LABELTEXT,EDGIS.ElectricDataset,2,Label Text,,FALSE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,LABELTEXT2,EDGIS.ElectricDataset,2,KVA and Phase,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,HIGHSIDEVOLTAGE,EDGIS.ElectricDataset,2,Hi Side Voltage,,FALSE,TRUE,TRUE,FALSE,0
EDGIS.Transformer,Distribution Subsurface,RATEDKVA,EDGIS.ElectricDataset,2,Rated KVA,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,HIGHSIDECONFIGURATION,EDGIS.ElectricDataset,2,High Side Configuration,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,HIGHSIDEPROTECTION,EDGIS.ElectricDataset,2,High Side Protection,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,RETIREDATE,EDGIS.ElectricDataset,2,Retire Date,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,LOCALOPOFFICE,EDGIS.ElectricDataset,2,Local Operating Office,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,ELECTRICTRACEWEIGHT,EDGIS.ElectricDataset,2,Electric Trace Weight,,FALSE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,FEEDERINFO,EDGIS.ElectricDataset,2,Feeder Information,,FALSE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,ENABLED,EDGIS.ElectricDataset,2,Enabled,,FALSE,TRUE,TRUE,FALSE,1
EDGIS.Transformer,Distribution Subsurface,ANCILLARYROLE,EDGIS.ElectricDataset,2,Ancillary Role,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CUSTAGREEMENTGUID,EDGIS.ElectricDataset,2,Customer Agreement GUID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CEDSADEVICEID,EDGIS.ElectricDataset,2,CEDSA Device ID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CEDSASTRUCTUREID,EDGIS.ElectricDataset,2,CEDSA Structure ID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,STRUCTUREGUID,EDGIS.ElectricDataset,2,Structure GUID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CONVCIRCUITID,EDGIS.ElectricDataset,2,Conversion Circuit ID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CONVCIRCUITID2,EDGIS.ElectricDataset,2,Conversion Circuit ID2,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,STRUCTURECONVID,EDGIS.ElectricDataset,2,Structure ConvID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CONVERSIONID,EDGIS.ElectricDataset,2,Conversion ID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,CONVERSIONWORKPACKAGE,EDGIS.ElectricDataset,2,Conversion Work Package,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,SHAPE,EDGIS.ElectricDataset,2,Shape,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,VERSIONNAME,EDGIS.ElectricDataset,2,VersionName,,TRUE,FALSE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,REPLACEGUID,EDGIS.ElectricDataset,2,Replace GUID,,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,GLOBALID,EDGIS.ElectricDataset,2,Global ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.Transformer,Distribution Subsurface,SUMMERKVA,EDGIS.ElectricDataset,2,Summer KVA,,FALSE,FALSE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,WINTERKVA,EDGIS.ElectricDataset,2,Winter KVA,,FALSE,FALSE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,SUMMERPCT,EDGIS.ElectricDataset,2,Summer Peak Percent,,FALSE,FALSE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,WINTERPCT,EDGIS.ElectricDataset,2,Winter Peak Percent,,FALSE,FALSE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,STREET,EDGIS.ElectricDataset,2,Street,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,FUNCTIONALLOC,EDGIS.ElectricDataset,2,Functional Location,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,SUPERORDEQUIP,EDGIS.ElectricDataset,2,Super Order Equipment,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,TECHIDENTNO,EDGIS.ElectricDataset,2,Tech Identity No,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,CHANGEDON,EDGIS.ElectricDataset,2,Changed On,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,CHANGEDBY,EDGIS.ElectricDataset,2,Changed By,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,INSULATINGFLUIDTYPE,EDGIS.ElectricDataset,2,Insulating Fluid Type,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,NETWORKGROUPNUMBER,EDGIS.ElectricDataset,2,Network Group Number,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,VAULTLOCATION,EDGIS.ElectricDataset,2,Vault Location,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,SORTINGORDER,EDGIS.ElectricDataset,2,Sorting Order,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,SPOTWITH,EDGIS.ElectricDataset,2,Spot With,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,INSTRUCTIONS,EDGIS.ElectricDataset,2,Instructions,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,LISTNAME,EDGIS.ElectricDataset,2,Spot Group Name,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,SYMBOLSPACE,EDGIS.ElectricDataset,2,Symbol Space,,FALSE,TRUE,TRUE,TRUE,0
EDGIS.Transformer,Distribution Subsurface,PROTECTIVESSD,EDGIS.ElectricDataset,2,Protective SSD,,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,AUTOPROTECTIVESSD,EDGIS.ElectricDataset,2,Auto Protective SSD,,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,FEEDERTYPE,EDGIS.ElectricDataset,2,Feeder Type,,TRUE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Subsurface,SSDGUID,EDGIS.ElectricDataset,2,Source Side Device GUID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Subsurface,PCPGUID,EDGIS.ElectricDataset,2,PCP GUID,,FALSE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Padmount,OPERATINGNUMBER,EDGIS.ElectricDataset,3,Operating Number,,TRUE,TRUE,FALSE,FALSE,
EDGIS.Transformer,Distribution Padmount,OBJECTID,EDGIS.ElectricDataset,3,Object ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.Transformer,Distribution Padmount,SUBTYPECD,EDGIS.ElectricDataset,3,Subtype,,TRUE,TRUE,FALSE,FALSE,1
EDGIS.Transformer,Distribution Padmount,STATUS,EDGIS.ElectricDataset,3,Status,,TRUE,TRUE,FALSE,TRUE,
EDGIS.Transformer,Distribution Padmount,LOCALOFFICEID,EDGIS.ElectricDataset,3,Local Office ID,,TRUE,TRUE,FALSE,TRUE,
EDGIS.Transformer,Distribution Padmount,INSTALLJOBPREFIX,EDGIS.ElectricDataset,3,Job Prefix,,TRUE,TRUE,TRUE,FALSE,PM
EDGIS.Transformer,Distribution Padmount,INSTALLJOBNUMBER,EDGIS.ElectricDataset,3,Job Number,,TRUE,TRUE,FALSE,TRUE,
EDGIS.Transformer,Distribution Padmount,NUMBEROFPHASES,EDGIS.ElectricDataset,3,Number Of Phases,,TRUE,TRUE,FALSE,TRUE,
EDGIS.Transformer,Distribution Padmount,OPERATINGVOLTAGE,EDGIS.ElectricDataset,3,Operating Voltage,,TRUE,TRUE,FALSE,TRUE,
EDGIS.Transformer,Distribution Padmount,LOWSIDEVOLTAGE,EDGIS.ElectricDataset,3,Low Side Voltage,,TRUE,TRUE,FALSE,FALSE,22
EDGIS.Transformer,Distribution Padmount,UNITCOUNT,EDGIS.ElectricDataset,3,Unit Count,,TRUE,TRUE,FALSE,FALSE,
EDGIS.Transformer,Distribution Padmount,CGC12,EDGIS.ElectricDataset,3,CGC Number,,TRUE,TRUE,FALSE,FALSE,
EDGIS.Transformer,Distribution Padmount,SUBWAYIDC,EDGIS.ElectricDataset,3,Subway Transformer Indicator,,FALSE,TRUE,FALSE,FALSE,N
EDGIS.Transformer,Distribution Padmount,INTERRUPTERIDC,EDGIS.ElectricDataset,3,Interrupter Indicator,,FALSE,TRUE,FALSE,FALSE,N
EDGIS.Transformer,Distribution Padmount,AUTOIDC,EDGIS.ElectricDataset,3,Auto Transformer Indicator,,FALSE,TRUE,FALSE,FALSE,N
EDGIS.Transformer,Distribution Padmount,INSTALLATIONDATE,EDGIS.ElectricDataset,3,Date Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Padmount,INSTALLJOBYEAR,EDGIS.ElectricDataset,3,Year Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Padmount,SPOTIDC,EDGIS.ElectricDataset,3,Spot Or Grid,,FALSE,TRUE,TRUE,FALSE,NA
EDGIS.Transformer,Distribution Padmount,INSTALLATIONTYPE,EDGIS.ElectricDataset,3,Installation Type,,TRUE,TRUE,FALSE,FALSE,PAD
EDGIS.Transformer,Distribution Padmount,PHASEDESIGNATION,EDGIS.ElectricDataset,3,Phase Designation,,TRUE,TRUE,TRUE,TRUE,
EDGIS.Transformer,Distribution Padmount,PHASINGVERIFIEDSTATUS,EDGIS.ElectricDataset,3,Verified Phasing Status,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Padmount,ANIMALGUARDTYPE,EDGIS.ElectricDataset,3,Animal Guards,,FALSE,TRUE,TRUE,FALSE,NA
EDGIS.Transformer,Distribution Padmount,LIVEFRONTIDC,EDGIS.ElectricDataset,3,Live Front / Dead Front,,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Padmount,LOADBREAK,EDGIS.ElectricDataset,3,Load Break,,TRUE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Padmount,COASTALIDC,EDGIS.ElectricDataset,3,Coastal Indicator,,TRUE,TRUE,TRUE,FALSE,N
EDGIS.Transformer,Distribution Padmount,CLIMATEZONE,EDGIS.ElectricDataset,3,Climate Zone,,FALSE,TRUE,TRUE,FALSE,
EDGIS.Transformer,Distribution Padmount,SUBMERSIBLEIDC,EDGIS.ElectricDataset,3,Submersible Indicator,,FALSE,TRUE,TRUE,FALSE,N
